,X0,X1,X2,X3,X4,Y
0,0.9988244059046854,0.6885852380391544,0.17208640587094404,0.5164713891465285,0.6373553720524235,25.69104670602815
1,0.0075008350045199235,0.7140486731425335,0.5478567071573932,0.8417650290725815,0.23870785167778996,29.859570036069126
2,0.886862407603219,0.7630937775109601,0.6574178778501559,0.3549954246813296,0.6233815121826297,41.162843644093904
3,0.6295117765634342,0.5382815169908771,0.7510456893132319,0.5497866570374434,0.601326600052687,49.25130515790319
4,0.7525780525535863,0.26651539217640186,0.9689322509646605,0.6746084166597718,0.3575469020085007,57.43869769560467
5,0.41060676550223096,0.21299664156997522,0.4641248479302801,0.1960153254435023,0.47319870849548995,27.001710172368306
6,0.48843226819758745,0.6728732147441405,0.5635544734367566,0.35944154378153814,0.8942912326669507,37.3832031974755
7,0.5209211821155012,0.8949378881269399,0.8021220569529888,0.500339755061818,0.17248943401877959,48.946125320406644
8,0.7376564914232494,0.08344432113093647,0.15251422336391096,0.8520069861628045,0.8920449714964511,23.81807571594097
9,0.45219262340580346,0.8414044251671227,0.8955802232570466,0.49960085306664637,0.8177227463763133,55.5443170725911
10,0.950507105591479,0.09212762781968842,0.4758633203597359,0.060632271919459746,0.7638873040698406,28.29111619292053
11,0.9816581699401887,0.3985634262823671,0.5770001813078415,0.16148941201221967,0.019217408821898374,33.14998307943985
12,0.3296771562334181,0.0006060332127123536,0.21240748549897137,0.34011907440729494,0.032433745435470174,12.812017499749867
13,0.31959246643155237,0.16636756830229715,0.5382658494608308,0.6165012041185052,0.7293533617805464,31.808271866538593
14,0.96161386767348,0.7632803143595163,0.49855364250597456,0.2775530062984972,0.41808352726281384,32.03582745502409
15,0.7530684771375848,0.4061837782745126,0.751862968992782,0.9483260962987511,0.0623464231907257,50.03093024088119
16,0.3139481562518637,0.42388925732816496,0.5456748037444782,0.6429989466754319,0.32490958892643096,34.65712728951801
17,0.5856372692411077,0.4731120992053566,0.5798951707513312,0.40614238662980173,0.44444845885672346,36.620704456851605
18,0.9258385866920728,0.04352571429176866,0.4321082934173023,0.8191472928601177,0.8890664950954211,31.38384630784994
19,0.6349321363917,0.856907984101963,0.6775373266395264,0.22403421892439612,0.722879683748496,42.752663614837545
20,0.5594253572066052,0.219287230718489,0.5630767961865655,0.5171425670165494,0.8279668577792954,35.94553303656184
21,0.2217306894312896,0.7335934701887897,0.9146366603929298,0.45881913368257066,0.20267428165169943,49.69223808461217
22,0.188814420677883,0.5241256748689254,0.3804171875920238,0.8621277528532574,0.05737200728613534,28.329914798940223
23,0.5354174412028749,0.9386277457215841,0.9565036461863353,0.516183664101673,0.621571431216539,59.454265472251585
24,0.7013278871559883,0.18964057647224153,0.010039748223476641,0.5205775807954132,0.09659748655505263,14.51208210882601
25,0.7886914963193231,0.4021559103041443,0.5920933084118579,0.394653553259495,0.6279273892458709,41.26129235219609
26,0.6156262258408963,0.14552233144014715,0.1135072721153021,0.598535860734477,0.08814288522990421,15.890740980944964
27,0.08118664933692188,0.12419369190423657,0.9188927800854415,0.3475343373821971,0.7465843910464964,46.48167228665486
28,0.6016951239158254,0.07892934633574344,0.43888032592535775,0.5250291839428517,0.29300303644327474,25.07912558549822
29,0.7219200754649595,0.609359497559499,0.7088140322429541,0.7229691902428483,0.45617062947017284,49.34807619701071
30,0.22115259793226916,0.11019404199900995,0.619951929859518,0.6299452419574906,0.8078255519403815,37.8910632265776
31,0.15869710469119402,0.6833623108547776,0.28783150245491096,0.6428709465368425,0.3153862865355972,22.89371312089234
32,0.4583546893967211,0.21525884398944006,0.12180056832742248,0.45181594995453067,0.6356078366103803,17.48165900656132
33,0.6920994511918361,0.6639757638978712,0.15502349987873476,0.5555736490344474,0.6739179547953867,26.7605206738875
34,0.9998182019967047,0.19166516139870537,0.2015580608218266,0.6038923886670414,0.28690283513603776,23.410974650894413
35,0.6812083804672584,0.8919768573443742,0.9070555355354171,0.4431017411251802,0.2436488890918912,56.498063171746416
36,0.2934451670864753,0.2717240042461111,0.12773460777355672,0.5049213287650798,0.3563361399308014,16.72160211250273
37,0.10077938297797118,0.5832207233878126,0.9516908304968748,0.6717488556806829,0.30769319022572017,52.81698282841771
38,0.2647811302939629,0.25040393538117023,0.03004537676369634,0.1865894633492171,0.15925062348999464,9.827637118690031
39,0.5023013582196021,0.14304130542195115,0.7768493917605668,0.03123208021047863,0.18485344223547695,35.550279371841214
40,0.6283943700116059,0.8685024901688506,0.22250790615829585,0.41533698723977575,0.2109102321528945,24.409559655128326
41,0.04122016470166634,0.932243994995017,0.624694562203906,0.16086414030686202,0.7393170543042505,29.71009716708927
42,0.5096994802190132,0.35586241692852794,0.8513176285715711,0.6944616392376581,0.742731699959868,52.90206470130891
43,0.9209753442976313,0.16122839013100299,0.6876414482403554,0.27909323660869445,0.2567151088405828,36.48093748750664
44,0.45205610078927716,0.40445677342285813,0.01288554773821704,0.8366735838543258,0.5107646938232019,21.3421135425033
45,0.5965013455512782,0.0968515865974846,0.948533421480242,0.92658304214095,0.5639400259230891,54.63687915990844
46,0.5527926348614232,0.8168998953207289,0.4136451476776388,0.9622755543853381,0.386588326641367,38.33440063276673
47,0.07599669324740088,0.18978189594824457,0.07396314974959661,0.9908912317149967,0.5319707567327525,17.835154484266905
48,0.271195502733685,0.010265696597471452,0.3446796202987381,0.0739004524029977,0.18794609885170754,15.065070308762326
49,0.3318119256442361,0.23767683933433825,0.6547919004545243,0.6533555246037716,0.9853359858209803,40.33192223947773
50,0.5011108999769769,0.051808844011810185,0.07860146441086602,0.6484351724518325,0.31596485403994357,14.64956909308222
51,0.7690960395789416,0.8310366257166061,0.2200756096951375,0.7410124173324993,0.6247637297280049,29.90028333672193
52,0.5337930478375424,0.6742555334376336,0.9650088278318443,0.8262685308112009,0.6940717266318636,63.78735606575067
53,0.6347588288527463,0.7772463094449045,0.23622864415231926,0.8115378908824262,0.44148642243524805,31.181647300438826
54,0.8956471038409952,0.8376352163235915,0.4473852909663233,0.649257404935352,0.5277858777910877,35.13979219701736
55,0.6314974875734031,0.4735777768701399,0.7089732913376701,0.7854496832738359,0.01540266823386982,46.05979699720091
56,0.8512106910491605,0.21597847526041292,0.9666726497586495,0.7083769825794907,0.7088310102316558,60.68270705156834
57,0.022825329204774647,0.24008747016020449,0.3856788281261212,0.6843392953388765,0.276579782138925,24.85657190615119
58,0.4031400276653634,0.21318753742385155,0.6486348491608921,0.24373368301454668,0.824460429706476,34.51269398200919
59,0.708011128093869,0.9992540420969638,0.16994987293267072,0.31015461899368413,0.5639153157809889,22.93025156300576
60,0.5879750215526458,0.449294498334198,0.37922488746649863,0.38441794180150735,0.4731260060558966,28.385606461134724
61,0.7924878395896643,0.5760550568363503,0.9390070373363422,0.5631725893597126,0.05113776261535097,55.1491382821099
62,0.2548257369647644,0.8481802850948171,0.0017398036255268368,0.3866298766166415,0.9703144622994856,19.404205115849447
63,0.4444874327315891,0.47794019850903413,0.7593683471320188,0.7806595067503163,0.28369693482616787,46.95970740971682
64,0.17508394133632876,0.9416180079883817,0.24854785003863877,0.28423513680972146,0.1148825283774505,18.536920065740553
65,0.8872107264231156,0.7755040193946606,0.9849190828651545,0.5819242591953919,0.32191178956814115,58.00956569917213
66,0.10614813946787827,0.29200930620469945,0.13181546966045377,0.21130379613060501,0.3586907949878777,12.984443774048891
67,0.7801276039259738,0.3003513503948825,0.6809077963444419,0.6664306242873151,0.30639827426740307,44.91276162194082
68,0.4186079845767139,0.2142041556070875,0.9020780552377718,0.4718753340329368,0.29843952138254104,48.13065112509052
69,0.2155066511708703,0.9441422959905674,0.8975998774622311,0.7916006311835909,0.6348122576682192,56.396600972469116
70,0.11512459238206474,0.6725321500223505,0.014323728673309777,0.3643324348100725,0.11579128827018603,12.239534041532329
71,0.5706669746951486,0.7901111829143194,0.40827474432251754,0.7325390631382674,0.7816723599020686,35.59948639478489
72,0.1242454467002061,0.9525591275529465,0.01179977212836758,0.5208817768100703,0.9481581460857929,19.100589100163013
73,0.06645414486114165,0.6377921709064055,0.004154541199145156,0.21006283077321108,0.5931792044053104,11.273311374530353
74,0.776708362765492,0.804670085774373,0.881962970870767,0.9449050338638717,0.20209081557312802,56.777214051710466
75,0.722239897476965,0.6288920736825874,0.24672282571473947,0.9404178890149872,0.5833642652046367,33.43340527089584
76,0.5445873085421631,0.3331494102268281,0.4121161786531137,0.7644786717701078,0.5371250019904976,31.379835120691833
77,0.2059544170840898,0.7142465415306604,0.07442927328016569,0.17253962000703638,0.024325876849003558,12.450807481092987
78,0.44653661968383196,0.31658716804752496,0.08721475946532653,0.31822207098847644,0.42866086363882083,17.36027951530354
79,0.6400977923207907,0.395451827078371,0.12726359202980453,0.9757445166352019,0.46970016069705967,26.70750369380051
80,0.7623666325307467,0.6848139383865729,0.9379971535854043,0.34269792896931117,0.13118219334681047,54.09822990751383
81,0.33897192573192536,0.30150541552089305,0.54795344061986,0.9923371220339869,0.6939986132907557,39.19464252150188
82,0.3752163859929192,0.10332282243158064,0.6439560065795277,0.7158214886003338,0.8984763475269951,40.301794522982675
83,0.7747959428704818,0.2309453073022708,0.31559494927096454,0.47464868828039786,0.3365407357559753,24.680885313397045
84,0.5902935582385958,0.8883294100819267,0.06494745047076322,0.4009320904169211,0.8542501122575803,24.712790409796593
85,0.16677930577208366,0.5695924990558766,0.39738248436703905,0.9205047051845163,0.4696503519837185,31.25959111644306
86,0.7324217042059881,0.42159867538325957,0.08076673079170649,0.13975097969674188,0.34907744894678194,19.191007813440564
87,0.9750611136160247,0.8155692666321016,0.15490140442060518,0.9472711750213096,0.8356533356916922,29.05344758790618
88,0.008422064522637496,0.7826362714712763,0.260254193587524,0.35214135475239716,0.7325009191117091,19.449368507472858
89,0.580263531618322,0.7226005828466041,0.19135569949342923,0.8376635831082522,0.8022302677683412,32.074590335553445
90,0.5417517294121137,0.15649989298459255,0.6097763906708693,0.632265456802518,0.7378558048226976,37.16626280077683
91,0.5288282449207683,0.24607576589455016,0.4951517031851589,0.874006230810943,0.6923766274859147,36.68005057021286
92,0.4126002195430105,0.7611543356764284,0.6456372112198836,0.5672413220039031,0.1868413275880707,42.187986171198446
93,0.8436095118944131,0.8191807983946846,0.7650395208854783,0.23603510468388977,0.6616703824474244,44.62419258659581
94,0.8748118687574858,0.4647810719174009,0.8114066785181782,0.16217237184651379,0.8246647892335998,49.481364094562615
95,0.9704664426183485,0.8021140730628888,0.24171459671746343,0.03500838333918377,0.8713976236393121,21.9559612182485
96,0.46198764080209853,0.6446803988361998,0.7187609887356048,0.540594352006763,0.33276539450069875,43.927632378374184
97,0.6579891677063776,0.6540280729828807,0.3039926965255876,0.8122382312831333,0.0928695670502474,31.00774005349164
98,0.7880865192519838,0.8857885275042917,0.24524570161711734,0.6856909334279413,0.6656240261748776,29.43628624972739
